Date,Open,High,Low,Close,Adj Close,Volume
2005-06-29,7267.919922,7278.229980,7256.850098,7262.310059,7262.310059,1769280000
2005-06-30,7262.310059,7281.129883,7215.080078,7217.779785,7217.779785,2109490000
2005-07-01,7217.839844,7254.799805,7217.839844,7245.589844,7245.589844,1593820000
2005-07-05,7245.569824,7293.390137,7222.700195,7289.669922,7289.669922,1805820000
2005-07-06,7289.399902,7303.959961,7251.490234,7251.870117,7251.870117,1883470000
2005-07-07,7251.870117,7256.180176,7174.950195,7254.569824,7254.569824,1952440000
2005-07-08,7254.569824,7333.399902,7251.649902,7330.580078,7330.580078,1900810000
2005-07-11,7330.620117,7387.069824,7330.350098,7382.500000,7382.500000,1846300000
2005-07-12,7382.529785,7427.189941,7380.500000,7411.850098,7411.850098,1932100000
2005-07-13,7411.850098,7412.339844,7386.470215,7400.830078,7400.830078,1812500000
2005-07-14,7400.810059,7457.770020,7394.600098,7403.399902,7403.399902,2048710000
2005-07-15,7403.399902,7409.910156,7380.620117,7403.589844,7403.589844,1716400000
2005-07-18,7403.589844,7403.589844,7372.410156,7372.439941,7372.439941,1582100000
2005-07-19,7372.450195,7418.310059,7372.450195,7414.569824,7414.569824,2041280000
2005-07-20,7414.569824,7495.109863,7378.529785,7453.410156,7453.410156,2063340000
2005-07-21,7453.410156,7453.410156,7394.779785,7412.410156,7412.410156,2129840000
2005-07-22,7412.399902,7447.169922,7409.450195,7447.160156,7447.160156,1766990000
2005-07-25,7447.169922,7466.939941,7416.919922,7423.250000,7423.250000,1717580000
2005-07-26,7423.350098,7440.939941,7414.629883,7428.069824,7428.069824,1934180000
2005-07-27,7428.069824,7467.290039,7423.750000,7465.439941,7465.439941,1945800000
2005-07-28,7465.450195,7522.390137,7463.299805,7516.779785,7516.779785,2001680000
2005-07-29,7516.770020,7529.009766,7476.640137,7476.660156,7476.660156,1789600000
2005-08-01,7476.660156,7518.609863,7476.660156,7502.100098,7502.100098,1716870000
2005-08-02,7502.089844,7557.430176,7502.089844,7556.589844,7556.589844,2043120000
2005-08-03,7556.589844,7574.080078,7546.379883,7566.540039,7566.540039,1999980000
2005-08-04,7566.540039,7566.540039,7512.549805,7515.180176,7515.180176,1981220000
2005-08-05,7515.189941,7515.189941,7444.279785,7453.290039,7453.290039,1930280000
2005-08-08,7453.290039,7504.549805,7451.970215,7452.709961,7452.709961,1804140000
2005-08-09,7452.709961,7518.000000,7452.709961,7505.580078,7505.580078,1897520000
2005-08-10,7505.660156,7587.330078,7505.660156,7528.390137,7528.390137,2172320000
2005-08-11,7528.399902,7590.830078,7528.399902,7590.830078,7590.830078,1941560000
2005-08-12,7590.830078,7590.830078,7531.689941,7558.330078,7558.330078,1709300000
2005-08-15,7558.209961,7572.939941,7530.310059,7564.779785,7564.779785,1562880000
2005-08-16,7564.790039,7564.790039,7478.330078,7480.160156,7480.160156,1820410000
2005-08-17,7480.169922,7492.270020,7460.430176,7461.770020,7461.770020,1859150000
2005-08-18,7461.770020,7461.770020,7419.279785,7433.240234,7433.240234,1808170000
2005-08-19,7433.240234,7476.149902,7433.240234,7458.540039,7458.540039,1558790000
2005-08-22,7458.770020,7518.069824,7458.720215,7486.540039,7486.540039,1621330000
2005-08-23,7486.500000,7487.790039,7437.370117,7453.779785,7453.779785,1678620000
2005-08-24,7453.790039,7481.660156,7415.740234,7417.419922,7417.419922,1930800000
2005-08-25,7417.419922,7440.520020,7417.419922,7434.580078,7434.580078,1571110000
2005-08-26,7434.580078,7434.600098,7379.859863,7379.859863,7379.859863,1541090000
2005-08-29,7379.859863,7419.950195,7360.979980,7413.979980,7413.979980,1599450000
2005-08-30,7413.970215,7413.970215,7363.279785,7397.060059,7397.060059,1916470000
2005-08-31,7397.060059,7496.089844,7395.439941,7496.089844,7496.089844,2365510000
2005-09-01,7496.109863,7564.319824,7495.229980,7543.850098,7543.850098,2229860000
2005-09-02,7543.850098,7555.450195,7527.910156,7531.129883,7531.129883,1640160000
2005-09-06,7531.140137,7619.799805,7531.140137,7618.959961,7618.959961,1932090000
2005-09-07,7618.970215,7628.870117,7598.350098,7625.240234,7625.240234,2067700000
2005-09-08,7625.240234,7625.240234,7584.779785,7594.640137,7594.640137,1955380000
2005-09-09,7594.640137,7667.640137,7594.640137,7663.819824,7663.819824,1992560000
2005-09-12,7663.810059,7663.810059,7631.759766,7637.509766,7637.509766,1938050000
2005-09-13,7637.549805,7637.549805,7578.250000,7578.250000,7578.250000,2082360000
2005-09-14,7578.250000,7606.229980,7570.100098,7577.290039,7577.290039,1986750000
2005-09-15,7577.290039,7600.899902,7567.959961,7583.140137,7583.140137,2079340000
2005-09-16,7583.169922,7646.990234,7583.169922,7646.290039,7646.290039,3152470000
2005-09-19,7646.270020,7647.299805,7598.129883,7611.890137,7611.890137,2076540000
2005-09-20,7611.890137,7643.410156,7557.950195,7562.839844,7562.839844,2319250000
2005-09-21,7562.740234,7565.830078,7513.939941,7515.020020,7515.020020,2548150000
2005-09-22,7515.029785,7528.189941,7471.850098,7519.859863,7519.859863,2424720000
2005-09-23,7519.859863,7534.310059,7481.120117,7518.899902,7518.899902,1973020000
2005-09-26,7518.899902,7579.640137,7518.899902,7556.450195,7556.450195,2022220000
2005-09-27,7556.500000,7566.470215,7519.229980,7548.649902,7548.649902,1976270000
2005-09-28,7548.649902,7587.629883,7548.649902,7575.100098,7575.100098,2106980000
2005-09-29,7575.100098,7634.680176,7551.189941,7632.500000,7632.500000,2176120000
2005-09-30,7632.379883,7642.810059,7610.859863,7632.979980,7632.979980,2097520000
2005-10-03,7632.979980,7652.890137,7611.850098,7626.229980,7626.229980,2097490000
2005-10-04,7626.240234,7641.939941,7556.600098,7558.100098,7558.100098,2341420000
2005-10-05,7558.080078,7558.080078,7435.759766,7436.359863,7436.359863,2546780000
2005-10-06,7436.359863,7459.649902,7350.479980,7399.660156,7399.660156,2792030000
2005-10-07,7400.060059,7449.669922,7400.060059,7435.189941,7435.189941,2126080000
2005-10-10,7435.720215,7441.350098,7376.700195,7385.569824,7385.569824,2195990000
2005-10-11,7386.290039,7425.069824,7373.540039,7380.810059,7380.810059,2299040000
2005-10-12,7380.799805,7400.830078,7299.060059,7322.740234,7322.740234,2491280000
2005-10-13,7322.720215,7322.720215,7234.560059,7293.120117,7293.120117,2351150000
2005-10-14,7293.129883,7364.600098,7284.600098,7362.589844,7362.589844,2188940000
2005-10-17,7362.589844,7374.479980,7342.370117,7370.839844,7370.839844,2054570000
2005-10-18,7370.839844,7370.839844,7277.509766,7277.910156,7277.910156,2197010000
2005-10-19,7277.910156,7363.069824,7220.350098,7363.069824,7363.069824,2703590000
2005-10-20,7363.060059,7363.240234,7211.140137,7234.089844,7234.089844,2617250000
2005-10-21,7234.089844,7287.140137,7226.609863,7254.490234,7254.490234,2470920000
2005-10-24,7254.490234,7374.529785,7254.490234,7374.529785,7374.529785,2197790000
2005-10-25,7374.350098,7396.259766,7327.229980,7361.839844,7361.839844,2312470000
2005-10-26,7361.810059,7407.799805,7334.770020,7334.770020,7334.770020,2467750000
2005-10-27,7334.770020,7346.390137,7263.299805,7263.319824,7263.319824,2395370000
2005-10-28,7263.319824,7369.549805,7263.319824,7369.549805,7369.549805,2379400000
2005-10-31,7369.529785,7453.259766,7369.529785,7433.120117,7433.120117,2567470000
2005-11-01,7433.049805,7447.430176,7411.229980,7425.180176,7425.180176,2457850000
2005-11-02,7425.189941,7509.819824,7419.740234,7509.819824,7509.819824,2648090000
2005-11-03,7509.810059,7562.240234,7509.810059,7534.810059,7534.810059,2716630000
2005-11-04,7534.819824,7541.200195,7476.919922,7507.560059,7507.560059,2050510000
2005-11-07,7507.470215,7527.680176,7486.770020,7519.419922,7519.419922,1987580000
2005-11-08,7519.439941,7519.439941,7468.870117,7489.720215,7489.720215,1965050000
2005-11-09,7489.729980,7530.270020,7470.830078,7500.990234,7500.990234,2214460000
2005-11-10,7501.100098,7542.970215,7453.439941,7530.129883,7530.129883,2378460000
2005-11-11,7530.100098,7566.220215,7527.990234,7561.399902,7561.399902,1773140000
2005-11-14,7561.450195,7568.930176,7538.770020,7549.169922,7549.169922,1899780000
2005-11-15,7549.080078,7564.500000,7498.450195,7509.379883,7509.379883,2359370000
2005-11-16,7509.410156,7519.129883,7489.740234,7518.979980,7518.979980,2121580000
2005-11-17,7518.589844,7601.709961,7518.589844,7601.120117,7601.120117,2298040000
2005-11-18,7601.120117,7637.979980,7595.390137,7634.580078,7634.580078,2453290000
2005-11-21,7634.580078,7679.680176,7633.250000,7676.640137,7676.640137,2117350000
2005-11-22,7676.640137,7716.830078,7644.040039,7715.350098,7715.350098,2291420000
2005-11-23,7715.359863,7768.029785,7707.919922,7743.339844,7743.339844,1985400000
2005-11-25,7743.359863,7754.890137,7733.100098,7747.520020,7747.520020,724940000
2005-11-28,7747.520020,7747.520020,7687.350098,7687.419922,7687.419922,2016900000
2005-11-29,7687.419922,7733.770020,7687.419922,7692.990234,7692.990234,2268340000
2005-11-30,7692.990234,7700.240234,7644.689941,7645.279785,7645.279785,2374690000
2005-12-01,7645.470215,7760.020020,7645.470215,7756.540039,7756.540039,2614830000
2005-12-02,7756.540039,7767.089844,7739.470215,7760.850098,7760.850098,2125580000
2005-12-05,7760.770020,7767.810059,7733.720215,7759.240234,7759.240234,2325840000
2005-12-06,7759.240234,7817.149902,7759.240234,7775.850098,7775.850098,2110740000
2005-12-07,7775.640137,7779.220215,7710.040039,7731.279785,7731.279785,2093830000
2005-12-08,7731.279785,7780.169922,7720.450195,7743.430176,7743.430176,2178300000
2005-12-09,7743.430176,7780.549805,7738.120117,7762.600098,7762.600098,1896290000
2005-12-12,7762.629883,7807.870117,7762.629883,7790.990234,7790.990234,1876550000
2005-12-13,7790.990234,7851.140137,7782.720215,7825.000000,7825.000000,2390020000
2005-12-14,7825.009766,7867.589844,7825.009766,7852.180176,7852.180176,2145520000
2005-12-15,7852.180176,7852.600098,7803.470215,7815.709961,7815.709961,2180590000
2005-12-16,7815.750000,7855.779785,7811.410156,7814.000000,7814.000000,2584190000
2005-12-19,7814.000000,7836.200195,7775.919922,7778.589844,7778.589844,2208810000
2005-12-20,7778.589844,7796.220215,7765.689941,7777.270020,7777.270020,1996690000
2005-12-21,7777.270020,7832.459961,7777.270020,7806.750000,7806.750000,2065170000
2005-12-22,7806.700195,7834.040039,7806.700195,7833.770020,7833.770020,1888500000
2005-12-23,7833.799805,7845.640137,7824.200195,7841.899902,7841.899902,1285810000
