Date,Open,High,Low,Close,Adj Close,Volume
2004-09-02,6469.859863,6535.750000,6469.859863,6535.049805,6535.049805,1118400000
2004-09-03,6534.950195,6535.069824,6506.740234,6510.439941,6510.439941,924170000
2004-09-07,6532.140137,6565.049805,6531.310059,6555.640137,6555.640137,1214400000
2004-09-08,6555.580078,6555.620117,6533.569824,6534.089844,6534.089844,1246300000
2004-09-09,6534.089844,6556.100098,6517.149902,6544.310059,6544.310059,1371300000
2004-09-10,6544.319824,6576.220215,6534.390137,6568.299805,6568.299805,1261200000
2004-09-13,6568.299805,6601.270020,6568.299805,6581.810059,6581.810059,1299800000
2004-09-14,6581.799805,6599.240234,6577.279785,6594.209961,6594.209961,1204500000
2004-09-15,6594.180176,6594.180176,6541.220215,6546.319824,6546.319824,1256000000
2004-09-16,6546.319824,6582.729980,6545.740234,6574.609863,6574.609863,1113900000
2004-09-17,6574.750000,6610.109863,6574.750000,6604.000000,6604.000000,1422600000
2004-09-20,6603.740234,6603.740234,6560.160156,6565.899902,6565.899902,1197600000
2004-09-21,6565.899902,6639.779785,6565.899902,6633.220215,6633.220215,1325000000
2004-09-22,6633.220215,6633.220215,6546.399902,6548.560059,6548.560059,1379900000
2004-09-23,6548.560059,6548.609863,6521.430176,6521.430176,6521.430176,1286300000
2004-09-24,6521.379883,6545.279785,6521.160156,6531.370117,6531.370117,1255400000
2004-09-27,6531.350098,6531.350098,6496.040039,6496.370117,6496.370117,1263500000
2004-09-28,6496.370117,6549.740234,6496.370117,6543.390137,6543.390137,1396600000
2004-09-29,6543.350098,6560.689941,6528.169922,6560.680176,6560.680176,1402900000
2004-09-30,6560.680176,6578.149902,6544.629883,6570.250000,6570.250000,1747600000
2004-10-01,6570.390137,6663.959961,6570.390137,6663.180176,6663.180176,1582200000
2004-10-04,6663.180176,6696.270020,6663.180176,6677.750000,6677.750000,1534000000
2004-10-05,6677.750000,6698.080078,6671.129883,6679.250000,6679.250000,1418400000
2004-10-06,6679.250000,6717.430176,6671.660156,6717.430176,6717.430176,1416700000
2004-10-07,6717.419922,6717.549805,6653.580078,6654.220215,6654.220215,1447500000
2004-10-08,6654.220215,6683.509766,6629.520020,6636.419922,6636.419922,1297000000
2004-10-11,6636.439941,6651.229980,6635.729980,6643.169922,6643.169922,943800000
2004-10-12,6643.160156,6643.160156,6577.660156,6609.709961,6609.709961,1320100000
2004-10-13,6609.700195,6623.640137,6539.609863,6556.529785,6556.529785,1545400000
2004-10-14,6556.529785,6571.120117,6511.879883,6516.100098,6516.100098,1489500000
2004-10-15,6516.140137,6578.370117,6516.140137,6559.379883,6559.379883,1645300000
2004-10-18,6559.379883,6577.919922,6533.810059,6572.370117,6572.370117,1373300000
2004-10-19,6572.379883,6603.609863,6530.060059,6530.390137,6530.390137,1737500000
2004-10-20,6530.390137,6542.100098,6493.180176,6539.479980,6539.479980,1685700000
2004-10-21,6539.470215,6570.850098,6527.140137,6563.490234,6563.490234,1673000000
2004-10-22,6563.490234,6577.379883,6519.959961,6521.319824,6521.319824,1469600000
2004-10-25,6521.319824,6530.379883,6497.319824,6520.899902,6520.899902,1380500000
2004-10-26,6520.910156,6598.470215,6520.859863,6598.450195,6598.450195,1685400000
2004-10-27,6598.439941,6666.410156,6589.250000,6665.870117,6665.870117,1741900000
2004-10-28,6665.979980,6689.520020,6641.359863,6670.500000,6670.500000,1628200000
2004-10-29,6670.439941,6694.950195,6665.479980,6692.709961,6692.709961,1500800000
2004-11-01,6692.709961,6707.669922,6685.729980,6699.859863,6699.859863,1395900000
2004-11-02,6699.839844,6749.410156,6691.839844,6701.470215,6701.470215,1659000000
2004-11-03,6701.470215,6803.240234,6701.470215,6787.399902,6787.399902,1773800000
2004-11-04,6787.390137,6885.200195,6786.140137,6885.200195,6885.200195,1782700000
2004-11-05,6881.279785,6924.640137,6881.279785,6906.229980,6906.229980,1724400000
2004-11-08,6910.160156,6910.160156,6881.009766,6890.000000,6890.000000,1358700000
2004-11-09,6889.959961,6903.520020,6877.330078,6886.339844,6886.339844,1450800000
2004-11-10,6886.339844,6917.120117,6879.330078,6891.220215,6891.220215,1504300000
2004-11-11,6891.220215,6956.970215,6891.220215,6950.970215,6950.970215,1393000000
2004-11-12,6950.970215,7014.189941,6940.410156,7014.180176,7014.180176,1531600000
2004-11-15,7014.189941,7014.319824,6983.770020,7003.060059,7003.060059,1453300000
2004-11-16,7003.049805,7003.049805,6959.009766,6959.299805,6959.299805,1364400000
2004-11-17,6959.299805,7042.220215,6959.299805,7013.459961,7013.459961,1684200000
2004-11-18,7013.470215,7015.669922,6993.299805,7002.910156,7002.910156,1456700000
2004-11-19,7002.910156,7010.680176,6940.430176,6947.189941,6947.189941,1525200000
2004-11-22,6947.189941,6982.120117,6929.000000,6979.790039,6979.790039,1392700000
2004-11-23,6979.759766,6995.180176,6957.990234,6985.299805,6985.299805,1428300000
2004-11-24,6985.290039,7018.470215,6985.290039,7016.350098,7016.350098,1149600000
2004-11-26,7016.350098,7059.899902,7015.549805,7046.689941,7046.689941,504580000
2004-11-29,7046.689941,7075.799805,7005.640137,7032.229980,7032.229980,1378500000
2004-11-30,7032.229980,7034.120117,6997.620117,7005.720215,7005.720215,1553500000
2004-12-01,7005.720215,7097.330078,7005.720215,7097.319824,7097.319824,1772800000
2004-12-02,7097.310059,7097.310059,7066.069824,7074.819824,7074.819824,1774900000
2004-12-03,7074.819824,7108.609863,7069.680176,7092.620117,7092.620117,1566700000
2004-12-06,7092.620117,7093.850098,7056.729980,7082.580078,7082.580078,1354400000
2004-12-07,7082.580078,7093.359863,7014.629883,7014.720215,7014.720215,1533900000
2004-12-08,7014.720215,7032.009766,6993.470215,7029.970215,7029.970215,1525200000
2004-12-09,7029.970215,7052.390137,6966.569824,7048.100098,7048.100098,1624700000
2004-12-10,7048.100098,7048.100098,7008.979980,7028.509766,7028.509766,1443700000
2004-12-13,7028.509766,7102.890137,7028.509766,7102.410156,7102.410156,1436100000
2004-12-14,7102.410156,7130.919922,7092.740234,7124.609863,7124.609863,1544400000
2004-12-15,7124.609863,7161.959961,7124.609863,7159.649902,7159.649902,1695800000
2004-12-16,7159.640137,7159.640137,7109.509766,7131.979980,7131.979980,1793900000
2004-12-17,7131.979980,7131.979980,7082.060059,7098.149902,7098.149902,2484700000
2004-12-20,7098.089844,7151.529785,7098.089844,7116.979980,7116.979980,1422800000
2004-12-21,7116.990234,7167.859863,7116.990234,7167.029785,7167.029785,1481900000
2004-12-22,7167.040039,7192.759766,7162.859863,7190.140137,7190.140137,1390500000
2004-12-23,7190.229980,7218.790039,7189.430176,7208.779785,7208.779785,956100000
2004-12-27,7208.779785,7229.729980,7197.270020,7197.270020,7197.270020,922000000
2004-12-28,7197.060059,7245.810059,7197.060059,7245.810059,7245.810059,984200000
2004-12-29,7245.810059,7245.810059,7224.479980,7242.240234,7242.240234,925900000
2004-12-30,7242.240234,7265.379883,7242.240234,7253.560059,7253.560059,829800000
2004-12-31,7253.560059,7273.180176,7248.750000,7250.060059,7250.060059,786900000
2005-01-03,7250.060059,7268.209961,7174.000000,7179.709961,7179.709961,1505900000
2005-01-04,7179.709961,7191.240234,7084.149902,7090.520020,7090.520020,1721000000
2005-01-05,7090.520020,7103.520020,7055.089844,7055.209961,7055.209961,1736800000
2005-01-06,7055.220215,7095.990234,7052.819824,7076.939941,7076.939941,1569100000
2005-01-07,7076.939941,7102.790039,7039.410156,7057.509766,7057.509766,1477900000
2005-01-10,7057.509766,7106.970215,7055.540039,7081.700195,7081.700195,1489900000
2005-01-11,7081.709961,7081.709961,7037.080078,7044.109863,7044.109863,1488600000
2005-01-12,7044.109863,7076.850098,7016.839844,7075.640137,7075.640137,1562100000
2005-01-13,7075.629883,7075.779785,7021.899902,7028.669922,7028.669922,1510300000
2005-01-14,7028.680176,7069.620117,7028.029785,7066.220215,7066.220215,1335400000
2005-01-18,7066.209961,7114.529785,7036.700195,7114.529785,7114.529785,1594700000
2005-01-19,7114.509766,7115.879883,7058.060059,7059.270020,7059.270020,1498700000
2005-01-20,7059.270020,7059.270020,6999.500000,7010.470215,7010.470215,1692000000
2005-01-21,7010.470215,7042.049805,6996.379883,6996.560059,6996.560059,1643500000
2005-01-24,6996.560059,7024.319824,6984.020020,6984.029785,6984.029785,1496200000
2005-01-25,6984.029785,7029.729980,6984.029785,6998.640137,6998.640137,1610400000
2005-01-26,6998.620117,7052.720215,6998.620117,7046.399902,7046.399902,1636000000
2005-01-27,7046.379883,7061.830078,7025.859863,7048.970215,7048.970215,1620550000
2005-01-28,7048.970215,7051.020020,7006.879883,7031.990234,7031.990234,1644710000
2005-01-31,7031.990234,7091.270020,7031.990234,7089.830078,7089.830078,1679800000
2005-02-01,7089.950195,7149.410156,7089.950195,7146.209961,7146.209961,1705200000
2005-02-02,7146.200195,7169.580078,7146.200195,7169.390137,7169.390137,1584600000
2005-02-03,7169.370117,7169.370117,7125.839844,7148.319824,7148.319824,1582960000
2005-02-04,7148.359863,7218.209961,7148.259766,7217.430176,7217.430176,1643700000
2005-02-07,7217.430176,7218.509766,7188.640137,7200.910156,7200.910156,1347270000
2005-02-08,7200.899902,7213.779785,7186.799805,7207.450195,7207.450195,1416170000
2005-02-09,7207.450195,7211.310059,7161.350098,7161.990234,7161.990234,1511040000
2005-02-10,7161.990234,7217.379883,7161.990234,7210.649902,7210.649902,1491670000
2005-02-11,7210.660156,7273.209961,7197.709961,7261.640137,7261.640137,1562300000
2005-02-14,7261.640137,7282.549805,7260.799805,7280.370117,7280.370117,1290180000
2005-02-15,7280.370117,7310.509766,7280.370117,7303.959961,7303.959961,1527080000
2005-02-16,7303.959961,7315.700195,7268.000000,7306.759766,7306.759766,1490100000
2005-02-17,7306.759766,7317.790039,7272.479980,7272.540039,7272.540039,1580120000
2005-02-18,7272.540039,7292.350098,7267.770020,7287.470215,7287.470215,1551200000
2005-02-22,7287.470215,7303.410156,7211.149902,7211.169922,7211.169922,1744940000
2005-02-23,7211.169922,7252.200195,7211.169922,7243.279785,7243.279785,1501090000
2005-02-24,7243.270020,7283.580078,7223.439941,7283.279785,7283.279785,1518750000
2005-02-25,7283.390137,7362.830078,7282.029785,7361.890137,7361.890137,1523680000
2005-02-28,7361.890137,7361.890137,7292.200195,7321.229980,7321.229980,1795480000
2005-03-01,7321.229980,7358.580078,7321.229980,7351.029785,7351.029785,1708060000
2005-03-02,7351.029785,7365.140137,7306.669922,7343.140137,7343.140137,1568540000
2005-03-03,7343.180176,7379.060059,7328.350098,7357.120117,7357.120117,1616240000
2005-03-04,7357.120117,7453.879883,7357.120117,7441.180176,7441.180176,1636820000
2005-03-07,7441.180176,7455.080078,7428.890137,7440.310059,7440.310059,1488830000
2005-03-08,7440.310059,7449.669922,7422.740234,7426.169922,7426.169922,1523090000
2005-03-09,7426.169922,7426.169922,7354.740234,7354.740234,7354.740234,1704970000
2005-03-10,7354.740234,7370.279785,7320.770020,7354.979980,7354.979980,1604020000
2005-03-11,7354.990234,7383.729980,7323.270020,7330.430176,7330.430176,1449820000
2005-03-14,7330.410156,7353.890137,7316.419922,7353.890137,7353.890137,1437430000
2005-03-15,7353.890137,7377.310059,7310.399902,7310.410156,7310.410156,1513530000
2005-03-16,7310.410156,7310.410156,7255.790039,7264.470215,7264.470215,1653190000
2005-03-17,7264.470215,7294.689941,7257.520020,7284.310059,7284.310059,1581930000
2005-03-18,7284.310059,7285.770020,7243.240234,7276.839844,7276.839844,2344370000
2005-03-21,7276.850098,7276.919922,7207.609863,7229.200195,7229.200195,1819440000
2005-03-22,7229.189941,7264.100098,7158.939941,7158.970215,7158.970215,2114470000
2005-03-23,7158.979980,7158.979980,7116.540039,7127.180176,7127.180176,2246870000
2005-03-24,7127.180176,7169.759766,7127.180176,7128.799805,7128.799805,1721720000
2005-03-28,7128.810059,7156.649902,7128.810059,7131.520020,7131.520020,1746220000
2005-03-29,7131.540039,7155.100098,7065.830078,7070.529785,7070.529785,2223250000
2005-03-30,7070.540039,7159.439941,7070.540039,7158.500000,7158.500000,2097110000
2005-03-31,7158.500000,7187.740234,7158.500000,7167.529785,7167.529785,2214230000
2005-04-01,7167.549805,7225.620117,7120.390137,7136.359863,7136.359863,2168690000
2005-04-04,7136.339844,7146.770020,7095.459961,7137.529785,7137.529785,2079770000
2005-04-05,7137.490234,7179.879883,7137.470215,7170.899902,7170.899902,1870800000
2005-04-06,7170.899902,7213.709961,7170.899902,7191.180176,7191.180176,1797400000
2005-04-07,7191.180176,7237.640137,7189.779785,7227.080078,7227.080078,1900620000
2005-04-08,7227.080078,7227.080078,7180.879883,7181.500000,7181.500000,1661330000
2005-04-11,7181.490234,7200.029785,7173.520020,7189.419922,7189.419922,1525310000
2005-04-12,7189.410156,7218.069824,7120.319824,7208.040039,7208.040039,1979830000
2005-04-13,7208.040039,7208.040039,7124.240234,7133.990234,7133.990234,2049740000
2005-04-14,7133.990234,7136.430176,7062.490234,7063.740234,7063.740234,2355040000
2005-04-15,7063.740234,7063.740234,6954.520020,6958.350098,6958.350098,2689960000
2005-04-18,6958.350098,6980.169922,6930.180176,6969.089844,6969.089844,2180670000
2005-04-19,6969.089844,7033.850098,6969.089844,7030.740234,7030.740234,2142700000
2005-04-20,7030.740234,7030.799805,6932.740234,6937.600098,6937.600098,2217050000
2005-04-21,6937.629883,7049.180176,6937.629883,7049.180176,7049.180176,2308560000
2005-04-22,7047.990234,7053.120117,6971.220215,7015.850098,7015.850098,2045880000
2005-04-25,7016.049805,7073.970215,7016.049805,7071.859863,7071.859863,1795030000
2005-04-26,7071.870117,7071.870117,7011.209961,7011.209961,7011.209961,1959740000
2005-04-27,7011.209961,7028.859863,6957.629883,7010.209961,7010.209961,2151520000
2005-04-28,7010.209961,7010.859863,6935.310059,6935.310059,6935.310059,2182270000
2005-04-29,6935.339844,7008.319824,6927.100098,7008.319824,7008.319824,2362360000
2005-05-02,7008.370117,7043.479980,7003.330078,7043.009766,7043.009766,1980040000
2005-05-03,7042.799805,7060.919922,7013.209961,7032.029785,7032.029785,2167020000
2005-05-04,7032.029785,7126.700195,7032.029785,7124.689941,7124.689941,2306480000
2005-05-05,7124.689941,7148.209961,7091.060059,7117.290039,7117.290039,1997100000
2005-05-06,7117.310059,7140.620117,7107.729980,7110.080078,7110.080078,1707200000
2005-05-09,7110.080078,7144.600098,7091.990234,7144.600098,7144.600098,1857020000
2005-05-10,7144.600098,7144.600098,7054.419922,7066.810059,7066.810059,1889660000
2005-05-11,7067.060059,7082.779785,7021.930176,7079.859863,7079.859863,1834970000
2005-05-12,7079.850098,7080.890137,6983.500000,6989.640137,6989.640137,1995290000
2005-05-13,6989.640137,6994.009766,6902.509766,6937.689941,6937.689941,2188590000
2005-05-16,6937.689941,6996.580078,6937.189941,6996.129883,6996.129883,1856860000
2005-05-17,6996.100098,7038.189941,6966.120117,7034.640137,7034.640137,1887260000
2005-05-18,7034.640137,7122.689941,7034.640137,7113.120117,7113.120117,2266320000
2005-05-19,7113.129883,7141.120117,7108.509766,7140.959961,7140.959961,1775860000
2005-05-20,7140.970215,7141.299805,7097.810059,7121.020020,7121.020020,1631750000
2005-05-23,7121.020020,7174.430176,7119.660156,7155.950195,7155.950195,1681170000
2005-05-24,7155.950195,7159.709961,7134.140137,7153.979980,7153.979980,1681000000
2005-05-25,7153.979980,7153.979980,7113.740234,7129.240234,7129.240234,1742180000
2005-05-26,7129.290039,7168.729980,7129.290039,7164.470215,7164.470215,1654110000
2005-05-27,7164.419922,7187.939941,7155.660156,7184.899902,7184.899902,1381430000
2005-05-31,7184.899902,7185.080078,7134.330078,7134.330078,7134.330078,1840680000
2005-06-01,7134.319824,7208.270020,7131.069824,7190.649902,7190.649902,1810100000
2005-06-02,7190.669922,7209.470215,7173.899902,7206.080078,7206.080078,1813790000
2005-06-03,7206.080078,7210.669922,7158.020020,7169.209961,7169.209961,1627520000
2005-06-06,7169.209961,7189.919922,7158.310059,7184.490234,7184.490234,1547120000
2005-06-07,7184.520020,7250.029785,7184.520020,7199.319824,7199.319824,1851370000
2005-06-08,7199.339844,7231.220215,7174.450195,7180.569824,7180.569824,1715490000
2005-06-09,7180.569824,7212.609863,7154.910156,7212.129883,7212.129883,1824120000
2005-06-10,7212.129883,7227.040039,7173.279785,7200.109863,7200.109863,1664180000
2005-06-13,7200.109863,7226.040039,7170.979980,7213.020020,7213.020020,1661350000
2005-06-14,7213.029785,7249.149902,7208.450195,7235.140137,7235.140137,1698150000
2005-06-15,7235.140137,7259.279785,7216.870117,7256.390137,7256.390137,1840440000
2005-06-16,7256.399902,7292.979980,7256.399902,7289.759766,7289.759766,1776040000
2005-06-17,7289.759766,7351.209961,7289.759766,7346.319824,7346.319824,2407370000
2005-06-20,7346.310059,7346.310059,7297.129883,7325.689941,7325.689941,1714530000
2005-06-21,7325.689941,7331.819824,7301.450195,7314.250000,7314.250000,1720700000
2005-06-22,7314.330078,7341.410156,7306.770020,7320.089844,7320.089844,1823250000
2005-06-23,7320.089844,7325.450195,7246.439941,7246.549805,7246.549805,2029920000
2005-06-24,7246.549805,7247.770020,7205.290039,7209.060059,7209.060059,2418800000
2005-06-27,7209.060059,7220.850098,7196.419922,7210.319824,7210.319824,1738620000
2005-06-28,7210.310059,7270.100098,7210.160156,7267.919922,7267.919922,1772410000
